숙소명,질문1,질문2,질문3,질문4,질문5
싼타모관광호텔,"광주광역시 중심가에 출장을 가는데, 광주공항과 광주역에서 접근성이 좋은 숙소를 찾고 있습니다. 교통이 편리한 호텔 추천해 주세요","광주에서 비즈니스 미팅이 잦은데, 주변에 금융가와 대형 아울렛이 있는 호텔을 찾고 있어요. 비즈니스와 쇼핑을 동시에 할 수 있는 호텔 추천 부탁드립니다","광주광역시 광산구에 출장을 가게 되었는데, 하남공단과 소촌공단 근처의 숙소를 찾고 있습니다. 엔지니어나 바이어들이 자주 이용한다는 숙소가 있나요?","광주로 가족 여행을 계획 중인데, 주변에 종합병원과 위락시설이 있어서 편리한 호텔을 찾고 있습니다. 어린이와 함께 머물기 좋은 호텔 추천 부탁드려요",광주광역시에서 사우나 시설이 완비된 호텔을 찾고 있습니다. 휴식과 편의를 동시에 즐길 수 있는 숙소 추천해주세요
호텔 5월 (Hotel The May),"광주 서구 상무지구에 출장을 가게 되었는데, 비즈니스 공간이 마련된 호텔을 찾고 있어요. 조식과 사무기기가 제공되는 곳이면 좋겠습니다",광주공항과 가까우면서 업무를 볼 수 있는 비즈니스 호텔을 추천해주세요. 무료 조식과 공용주방 사용이 가능한 곳이면 더 좋겠습니다,"송정역과 종합터미널에 가까운 숙소를 찾고 있어요. 아침 식사가 제공되고, 비즈니스 공용 공간이 있는 호텔이면 완벽할 것 같습니다","광주 시내로 출장이 잦은데, 지하철 운천역과 가까운 호텔에서 머물고 싶습니다. 필요한 사무기기를 갖춘 비즈니스 호텔 추천 부탁드립니다","광주 서구 상무지구에 위치한 부티크 호텔 중에서 비즈니스 출장에 적합하고, 교통이 편리한 숙소를 찾고 있습니다. 조식 제공이 가능한 곳이었으면 좋겠어요"
오아시타 호스텔,"광주의 주요 관광지를 도보로 쉽게 방문할 수 있는 숙소를 찾고 있는데, 어디를 추천해 줄 수 있나요?",광주 여행 중에 문화적 명소를 걸어서 탐방하고 싶어요. 광주 어느 지역에 머물면 좋을까요?,광주 도심에 위치한 호스텔 중 교통이 편리하고 주변에 볼거리가 많은 곳을 찾고 있어요. 어떤 숙소가 좋을까요?,"배낭여행을 계획 중인데, 광주에서 저렴하고 독특한 분위기의 호스텔을 찾고 있습니다. 추천해 줄 수 있나요?",광주에서 가족과 함께 머물 수 있는 호스텔을 찾고 있어요. 아이들과 걸어서 주변 관광지를 돌아볼 수 있는 숙소가 있을까요?
다솜채,한옥의 정취를 느낄 수 있는 숙소에서 머무르고 싶어요. 천연황토방과 목화솜 침구를 제공하는 곳이 있을까요?,광주 송정역 근처에 자연을 느낄 수 있는 숙소를 찾고 있어요. 마당에 나무가 많은 한옥 게스트하우스를 추천해줄 수 있나요?,여름에 능소화를 볼 수 있는 특색 있는 숙소를 찾고 있습니다. 광주에서 이런 경험을 할 수 있는 곳이 있을까요?,광주광역시에서 전통적인 대감집 고택에서 묵을 수 있는 숙소를 찾고 있습니다. 80년된 한옥 게스트하우스가 있다면 추천해주세요,"광주 지역 중에서도 송정동에 위치한 숙소로, 좋은 접근성을 갖춘 곳을 찾고 있어요. 자동차로 10분 이내에 송정역에 갈 수 있는 한옥 숙소가 있나요?"
호텔여기어때 광주백운점,저렴한 가격에 호텔 서비스를 제공하는 광주 지역의 숙소를 찾고 있어요. 추천해 줄 수 있나요?,"광주에 출장 갈 일이 있는데, 주차가 편리한 숙소를 찾고 있습니다. 좋은 조건을 갖춘 숙소로 추천해주세요","광주 방문 계획 중인데, 친절한 프런트 서비스와 편안한 객실을 제공하는 숙소를 찾고 있어요. 어디를 추천해주실 수 있나요?","광주에 여행 가는데, 호텔 같은 숙소에서 머물고 싶어요. 저렴하면서도 좋은 서비스를 제공하는 호텔이 있을까요?",광주에서 가성비 좋은 숙박업소를 찾고 있습니다. 주차 시설도 잘 갖추어진 곳으로 추천해주세요
호텔여기어때 광주충장로점,"광주 충장로에서 열리는 축제에 참여할 계획인데, 축제 기간 동안 저렴하게 머물 수 있는 숙소를 추천해 줄 수 있나요?","충장로 중심가에 위치한 호텔을 찾고 있는데, 합리적인 가격으로 최고의 서비스를 제공하는 곳이 있을까요?","광주 충장로에 머무르면서 지역 문화를 체험하고자 하는데, 이 지역의 특색을 잘 살린 숙소를 추천해 줄 수 있나요?","광주 충장로 지역에서 저렴한 비용으로 숙박할 수 있는 호텔을 찾고 있는데, 가성비 좋은 숙소가 있을까요?",충장로에서 거품 없는 가격으로 숙박할 수 있는 호텔을 찾고 있습니다. 가격이 항상 동일한 365 정가제를 적용하는 숙소가 있나요?
호텔여기어때 광주역점,광주역에서 도보로 이동할 수 있는 가까운 숙소를 찾고 있어요. 근처에 좋은 시설을 갖춘 신축 호텔이 있을까요?,광주 북구에 출장을 가게 되었는데 라텍스 매트리스와 최신형 PC가 갖춰진 숙소를 찾고 있어요. 추천해 줄 수 있나요?,광주역 근처에서 쇼핑이 편리한 숙소를 찾고 있습니다. NC백화점과 가까운 호텔이 있을까요?,광주 북구에서 스타일러와 고데기가 있는 객실을 제공하는 숙소를 찾고 있어요. 어떤 호텔을 추천하시나요?,광주역에서 도보 3분 거리에 위치한 신축 호텔을 찾고 있습니다. 광주 북구 최고의 시설을 자랑하는 호텔이 있나요?
두바이호텔,"광주에 출장을 가는데, 공항과 KTX역에 가까운 고급스러운 호텔을 추천해줄 수 있나요?","가족 여행을 계획 중인데, 광주에서 킹사이즈 침대와 월풀욕조가 있는 화려한 인테리어의 호텔을 찾고 있어요. 추천해주세요",광주첨단지구나 하남산업단지로의 접근성이 좋은 비즈니스 호텔을 찾고 있습니다. 발레파킹 서비스가 있는 곳이면 좋겠어요,"광주에서 조식 뷔페를 제공하는 호텔을 찾고 있는데, 한식과 미국식을 모두 맛볼 수 있는 곳이 있을까요?","광주공항과 KTX광주송정역, U-SQUARE버스터미널에 쉽게 갈 수 있는 호텔을 추천해주세요. 세련된 인테리어와 편의 시설을 갖춘 곳이면 좋겠습니다"
볼튼호텔,"광주 지역에서 비즈니스 목적으로 출장을 가는데, 교통이 편리하고 비즈니스 시설이 잘 갖춰진 호텔을 찾고 있어요. 추천해 줄 수 있나요?","광주에서 LG 스타일러가 있는 호텔을 찾고 있는데, 의류 관리가 가능한 숙소를 추천해주세요",광주 상무역 근처에 안마의자와 공기청정기가 구비된 방이 있는 호텔을 찾고 있습니다. 추천해줄 수 있나요?,"광주에 출장 가는데, KTX 광주송정역과 유스케어광주버스터미널에 가까운 호텔이 필요해요. 어디를 추천하시나요?",광주에서 무료 조식이 제공되고 광주 주요 관광지에 접근성이 좋은 호텔을 찾고 있습니다. 어떤 숙소가 좋을까요?
호텔더스팟[한국관광 품질인증/Korea Quality],광주 북구에서 가족과 함께 편안하게 묵을 수 있는 슈퍼 킹사이즈 침대가 있는 호텔을 찾고 있어요. 어린 자녀가 있는데 추천해줄 수 있나요?,광주 여행 중에 취사가 가능한 스튜디오 스위트룸을 찾고 있습니다. 이런 시설을 제공하는 숙소가 있을까요?,"광주에서 무료 조식을 제공하면서, 욕조가 있는 객실을 찾고 있어요. 이런 조건에 맞는 호텔을 추천해 줄 수 있나요?","광주 북구에 위치한 호텔 중에서 발레파킹, 무료 스타일러, 컨시어지 서비스가 있는 곳을 찾고 있습니다. 이런 서비스를 제공하는 숙소는 어디인가요?",광주 시내 근처에 산책하기 좋은 공원과 강이 있는 위치에 있는 호텔을 찾고 있어요. 영산강 근처에서 묵을 수 있는 숙소 추천 부탁드립니다
HOTEL B,"광주 상무지구에 위치한 비즈니스 호텔을 찾고 있는데, 공항과 기차역에 접근성이 좋은 숙소를 추천해 줄 수 있나요?","광주 상무지구에서 비즈니스 미팅을 위해 방문할 예정인데, 다양한 객실 타입을 제공하는 호텔을 추천해 주세요","광주에 가족 여행을 가려고 하는데, 패밀리 스위트룸이 있는 호텔을 추천해줄 수 있어요?",광주에서 모던한 인테리어와 합리적인 가격의 숙소를 찾고 있습니다. 상무지구에 위치한 호텔 중에서 추천해주실 수 있나요?,광주 상무지구에서 여행객과 비즈니스맨 모두에게 적합한 편안하고 고급스러운 분위기의 호텔을 찾고 있어요. 어떤 곳을 추천하시나요?
광주 아우라호텔,"광주 지역에 출장 가는데, 새로 지은 비즈니스 호텔 중에서 깨끗하고 합리적인 가격대의 숙소를 추천해 줄 수 있나요?",광주에 있는 신축 비즈니스 호텔 중에서 쾌적하고 편안한 숙박 시설을 찾고 있어요. 어떤 호텔을 추천해줄 수 있나요?,"광주 중심부에서 비즈니스 미팅을 위해 방문할 예정인데, 새로 지은 호텔 중에서 깨끗하고 편안한 곳이 있을까요?","광주에서 비즈니스 여행을 계획 중인데, 신축 건물이며 깨끗하고 편안한 숙소를 찾고 있습니다. 어떤 곳을 추천하시나요?","광주에 짧은 출장을 가게 되었는데, 합리적인 가격에 이용할 수 있는 새로운 비즈니스 호텔을 찾고 있어요. 추천해줄 수 있나요?"
유)한성 마드리드 광주호텔,"KTX광주송정역 근처에 위치한 숙소를 찾고 있는데, 교통이 편리한 곳을 추천해 줄 수 있나요?","광주에서 업무를 보고 광주공항으로 바로 이동해야 하는데, 공항 접근성이 좋은 호텔을 추천해주세요",광주에서 열리는 회의에 참석해야 해서 김대중컨벤션센터와 가까운 숙소를 찾고 있어요. 어디를 추천하시나요?,"광주 송정떡갈비특화거리와 1913송적역시장을 방문할 계획인데, 근처에 깨끗하고 친절한 서비스를 제공하는 호텔이 있나요?","나주혁신도시로의 출장이 잦은데, 이 지역으로의 이동이 용이한 숙소를 추천해 주실 수 있나요?"
탑클라우드호텔(광주점),광주 첨단지구에서 화려한 야경을 감상할 수 있는 고급 호텔을 찾고 있어요. 추천해 줄 수 있나요?,"광주에 출장 갈 예정인데, 24시간 안내 데스크와 컨시어지 서비스를 제공하는 고급 호텔을 찾고 있습니다. 어떤 숙소를 추천하시나요?",광주광역시에서 감각적인 인테리어와 고급 침구류를 갖춘 쾌적한 객실을 제공하는 호텔은 어디인가요?,"광주 방문 계획 중인데, 알찬 조식 서비스를 제공하는 호텔을 찾고 있어요. 추천해 주실 수 있나요?",광주광역시 내에서 비즈니스 여행객에게 적합한 호텔을 찾고 있습니다. 고급스러운 분위기와 편의 시설을 갖춘 호텔이 있을까요?
노블 스테이 (Noble Stay),"광주 광산구에 비즈니스 출장을 가는데, 스타일러와 공기청정기가 구비된 숙소를 찾고 있어요. 추천해 줄 수 있나요?",광주 시내 전망을 즐길 수 있는 스카이라운지가 있는 호텔을 찾고 있습니다. 조식을 즐길 수 있는 곳으로 추천 부탁드려요,광주에 있는 먹자골목과 대형마트가 가까운 숙소를 찾고 있어요. 편리한 여행을 위한 숙소 추천 부탁드립니다,광주 출장길에 화이트와 우드톤 인테리어로 편안한 느낌을 주는 호텔을 찾고 있습니다. 쾌적한 환경을 제공하는 숙소가 있나요?,광주 광산구에 위치한 첨단 비즈니스 호텔을 찾고 있어요. 혹시 노블스테이 같은 숙소를 추천해 줄 수 있을까요?
광주 아우라 비즈니스 호텔,KTX송정역 근처에서 비즈니스 출장을 위한 고급스러운 호텔을 찾고 있습니다. 추천해줄 수 있나요?,"광주공항과 가까운, 교통이 편리한 호텔을 찾고 있어요. 어떤 곳이 좋을까요?",광주 송정지역에서 머물면서 현지 음식과 시장을 즐길 수 있는 호텔을 찾고 있습니다. 추천해주세요,"광주에 출장 가는데, 청결하고 넓은 욕실이 있는 호텔을 찾고 있어요. 어디가 좋을까요?",광주 제2순환도로에 접근하기 좋은 호텔을 찾고 있습니다. 비즈니스 여행에 적합한 곳을 추천해주세요
여로(산수동 한옥체험시설),"광주 동구에 조용한 주택가에 위치한 전통 한옥 숙소를 찾고 있는데, 개별 화장실과 냉장고가 갖춰진 온돌방이 있는 곳이 있을까요?",광주에서 전통문화 체험을 할 수 있는 게스트하우스를 찾고 있어요. 황토천연염색이나 인절미 만들기 같은 활동을 제공하는 숙소가 있나요?,광주 동구 산수동 지역에 조용하고 전통적인 분위기의 숙소를 찾고 있습니다. 조식으로 주인이 만든 단호박죽을 제공하는 한옥 숙소가 있을까요?,광주에서 주차 걱정 없이 머물 수 있는 전통 한옥 숙소를 찾고 있어요. 인근에 공영주차장을 이용할 수 있는 숙소가 있나요?,"광주에서 가족이나 친구들과 전통문화 체험을 즐길 수 있는 숙소를 찾고 있는데, 누름꽃 손거울 만들기나 강정 만들기 프로그램을 제공하는 곳이 있을까요?"
이끌림 비지니스호텔 하남,"광주 광산구에서 대형 스크린과 고사양 PC를 갖춘 비즈니스호텔을 찾고 있는데, 게임이나 영화 감상을 즐길 수 있는 숙소를 추천해 줄 수 있나요?","광주에 출장 갈 예정인데, 연박 할인 혜택을 제공하는 숙소를 찾고 있습니다. 한국 소방 교육생에게 할인 혜택이 있는 호텔이 있나요?",광주 광산구 우산동 근처에 위치한 비즈니스호텔 중에서 카페와 밸리파킹 서비스가 있는 숙소를 추천해주세요,광주 방문 중에는 PC방 사양으로 게임을 즐길 수 있는 숙소를 찾고 있어요. 이런 서비스를 제공하는 호텔이 있나요?,"광주 광산구에 위치한 호텔 중에서 객실이 다양한 등급으로 구분된 숙소를 찾고 있는데, 슈페리어, 비즈니스, 스탠더드, 디럭스 객실 옵션이 있는 호텔을 추천해 줄 수 있나요?"
